,index,Speed,Location,County,State,Lat,Lon,Comments,datetime
139,14,UNK,2 E SELDEN,SHERIDAN,KS,39.55,-100.53,POSSIBLE TORNADO DAMAGE REPORTED. OUTBUILDING LOST ROOF... CENTER PIVOTS OVERTURNED AND NEARBY ROAD SIGNS BLOWN DOWN. TIME ESTIMATED. (GLD),2023-05-10 22:30:00
140,15,66,5 S SELDEN,SHERIDAN,KS,39.47,-100.57,(GLD),2023-05-10 22:31:00
141,16,67,5 S SELDEN,SHERIDAN,KS,39.47,-100.57,(GLD),2023-05-10 22:34:00
142,17,66,SELDEN,SHERIDAN,KS,39.54,-100.57,(GLD),2023-05-10 22:34:00
143,18,81,5 S SELDEN,SHERIDAN,KS,39.47,-100.57,(GLD),2023-05-10 22:37:00
144,19,71,1 E CLAYTON,UNION,NM,36.45,-103.15,ASOS STATION KCAO CLAYTON MUNI AIRPARK. FIRST OF TWO TSTM WIND GUSTS HITTING 71MPH. SECOND 71MPH WIND GUST REPORTED IN MTR AT 23:30 UTC. (ABQ),2023-05-10 22:38:00
145,20,60,SEDAN,UNION,NM,36.15,-103.13,MESONET STATION SEDN5 SEDAN. (ABQ),2023-05-10 23:05:00
146,21,UNK,4 SSW HARVEST,MADISON,AL,34.81,-86.78,TREES DOWN AT THE INTERSECTION OF OLD RAIL ROAD BED ROAD AND NICK DAVIS ROAD IN HARVEST. REPORT RELAYED VIA MCSO. (HUN),2023-05-10 23:25:00
147,22,71,1 E CLAYTON,UNION,NM,36.45,-103.15,ASOS STATION KCAO CLAYTON MUNI AIRPARK. (ABQ),2023-05-10 23:30:00
148,23,67,11 NW CURRIE,ELKO,NV,40.38,-114.9,STATION (SPMN2) SPRUCE MOUNTAIN RAWS... ELEVATION 6296 FEET. (LKN),2023-05-10 23:42:00
149,24,UNK,1 ENE MARSHFIELD,WEBSTER,MO,37.34,-92.9,LARGE BRANCH OF A TREE CAME DOWN AND FELL A NEIGHBORING YARD ON BURFORD STREET. TIME ESTIMATED FROM RADAR. (SGF),2023-05-10 23:49:00
150,25,58,2 N TEXLINE,DALLAM,TX,36.41,-103.02,(AMA),2023-05-11 00:14:00
151,26,58,AKRON,WASHINGTON,CO,40.17,-103.22,ASOS STATION KAKO AKRON. (BOU),2023-05-11 00:19:00
152,27,60,7 S SEGUIN,SHERIDAN,KS,39.25,-100.59,TORRENTIAL RAIN ALSO OBSERVED. (GLD),2023-05-11 00:27:00
153,28,67,1 E DIX,KIMBALL,NE,41.23,-103.47,MESONET STATION UP261 0.9 E DIX (UPR). (CYS),2023-05-11 01:25:00
154,29,61,3 SW DALHART,HARTLEY,TX,36.02,-102.55,(AMA),2023-05-11 02:22:00
155,30,67,1 ENE MORTON,COCHRAN,TX,33.73,-102.74,(LUB),2023-05-11 06:02:00
156,31,UNK,1 NE SEAGRAVES,GAINES,TX,32.95,-102.55,GAINES COUNTY EMERGENCY MANAGER SHARED PHOTOS OF AN OVERTURNED IRRIGATION PIVOT. LOCATION WAS NEAR US HIGHWAY 385 JUST NORTH OF SEAGRAVES CITY LIMITS. NO OTHER DAMAGE W (MAF),2023-05-11 07:02:00
157,32,80,1 WSW SEAGRAVES,GAINES,TX,32.94,-102.57,MESONET STATION 15 SEAGRAVES 1SW. (MAF),2023-05-11 07:03:00
158,0,UNK,7 NE CAMPTI,NATCHITOCHES,LA,31.98,-93.05,TREE REPORTED DOWN IN THE CRESTON... LA AREA. (SHV),2023-05-11 15:10:00
159,1,UNK,1 NNW DODSON,WINN,LA,32.09,-92.66,TREE REPORTED DOWN ACROSS THE SOUTHBOUND LANE OF HWY 167... NORTH OF DODSON... LA. RESOURCES WERE ACTIVATED TO CLEAR THE LANE. (SHV),2023-05-11 15:20:00
160,2,UNK,1 E GUM SPRINGS,CLEVELAND,AR,33.98,-92.26,TREES AND POWER LINES DOWN... ABOUT 3 MILES WEST OF RISON... AR ALONG HWY 35. (LZK),2023-05-11 16:08:00
161,3,UNK,WINNFIELD,WINN,LA,31.93,-92.64,TREES REPORTED DOWN ACROSS A ROADWAY IN THE CITY OF WINNFIELD. (SHV),2023-05-11 16:25:00
162,4,UNK,6 NE COLUMBIA,CALDWELL,LA,32.16,-92.01,TREE REPORTED DOWN ACROSS HWY 133. (SHV),2023-05-11 16:35:00
163,5,UNK,4 N ARCHIBALD,RICHLAND,LA,32.41,-91.77,SOCIAL MEDIA REPORT OF TREES SNAPPED AND SIGNS BENT ALONG US 425 NEAR LA 584 SOUTH OF RAYVILLE. (JAN),2023-05-11 17:03:00
164,6,UNK,3 NNE ARCHIBALD,RICHLAND,LA,32.39,-91.75,TREES DOWNED. (JAN),2023-05-11 17:04:00
165,7,UNK,5 SSW HAMBURG,ASHLEY,AR,33.15,-91.82,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM 3 NNW HAMBURG. MANY UPROOTED SOFTWOOD TREES AND ROOF BLOW OFF HOUSE. (JAN),2023-05-11 17:11:00
166,8,UNK,3 NNW HAMBURG,ASHLEY,AR,33.27,-91.81,MANY UPROOTED SOFTWOOD TREES AND ROOF BLOW OFF HOUSE. (JAN),2023-05-11 17:11:00
167,9,UNK,6 NNW LELAND,FRANKLIN,LA,31.91,-91.75,TREE DOWN ACROSS JONES LANDING RD. (JAN),2023-05-11 17:15:00
168,10,UNK,7 SSE CROWVILLE,FRANKLIN,LA,32.14,-91.56,TREE DOWN ALONG HWY 555. (JAN),2023-05-11 17:20:00
169,11,UNK,3 NW TALLULAH,MADISON,LA,32.43,-91.23,POWER LINE DOWNED. (JAN),2023-05-11 17:26:00
170,12,UNK,NEWELLTON,TENSAS,LA,32.07,-91.23,POWERLINE DOWN AT HWY 80. (JAN),2023-05-11 17:36:00
171,13,UNK,3 E RICHMOND,MADISON,LA,32.39,-91.14,POWERLINE DOWN ON HWY 80. (JAN),2023-05-11 17:36:00
172,14,UNK,4 ENE GOODWILL,WEST CARROLL,LA,32.8,-91.49,TREE DOWN ACROSS HWY 589 NEAR HWY 2. (JAN),2023-05-11 17:56:00
173,15,UNK,5 E NEWELLTON,TENSAS,LA,32.08,-91.16,TREE DOWN NEAR YUCATAN AND SAC-A-LAIT RD. (JAN),2023-05-11 18:06:00
174,16,UNK,4 S VICKSBURG,WARREN,MS,32.3,-90.88,A FEW TREES DOWN ON S SIDE OF TOWN. (JAN),2023-05-11 18:15:00
175,17,UNK,1 E VICKSBURG,WARREN,MS,32.35,-90.86,A FEW TREES DOWN IN TOWN. (JAN),2023-05-11 18:15:00
176,18,65,3 NNW KIRK,YUMA,CO,39.66,-102.62,COAGMET SITE AT KIRK (KRK01). (GLD),2023-05-11 18:25:00
177,19,UNK,3 NE ROCKY SPRINGS,CLAIBORNE,MS,32.11,-90.78,TREE DOWN ACROSS OLD PORT GIBSON RD. (JAN),2023-05-11 18:32:00
178,20,UNK,4 W LEARNED,HINDS,MS,32.2,-90.62,TREE DOWN NEAR MIDDLE ROAD AND OLD PORT GIBSON. (JAN),2023-05-11 18:35:00
179,21,UNK,SATARTIA,YAZOO,MS,32.67,-90.54,TREE DOWNED IN SATARTIA. (JAN),2023-05-11 18:37:00
180,22,UNK,BENTONIA,YAZOO,MS,32.64,-90.37,TREE DOWNED IN BENTONIA. (JAN),2023-05-11 18:50:00
181,23,UNK,LITTLE YAZOO,YAZOO,MS,32.71,-90.37,TREE DOWNED IN LITTLE YAZOO. (JAN),2023-05-11 18:50:00
182,24,UNK,5 SW POCAHONTAS,HINDS,MS,32.43,-90.35,TREE BLOCKING ROAD. (JAN),2023-05-11 18:56:00
183,25,UNK,4 S POCAHONTAS,HINDS,MS,32.42,-90.28,TREE DOWN ON MACLEAN ROAD. (JAN),2023-05-11 19:00:00
184,26,UNK,5 WNW BYRAM,HINDS,MS,32.19,-90.32,TREE DOWN... DAVIS AND DUNN ROADS. (JAN),2023-05-11 19:08:00
185,27,UNK,2 NNW HAZLEHURST,COPIAH,MS,31.89,-90.41,TWO TREES DOWN IN THE MEDIAN BETWEEN MILE MARKERS 62 AND 63 ON INTERSTATE 55. (JAN),2023-05-11 19:09:00
186,28,UNK,3 SSW FANNIN,RANKIN,MS,32.38,-89.98,TREE DOWN ON SPILLWAY ROAD. (JAN),2023-05-11 19:20:00
187,29,UNK,5 WSW LEESBURG,RANKIN,MS,32.4,-89.83,TREE DOWN NEAR HOLLY BUSH AND HIGHWAY 43. (JAN),2023-05-11 19:25:00
188,30,UNK,PUCKETT,RANKIN,MS,32.08,-89.77,TREE DOWN ON HIWAY 18 NEAR PUCKETT. (JAN),2023-05-11 19:32:00
189,31,UNK,GOODMAN,HOLMES,MS,32.97,-89.91,TREES DOWNED AROUND GOODMAN AND PICKENS. (JAN),2023-05-11 19:36:00
190,32,UNK,LEXINGTON,HOLMES,MS,33.11,-90.05,SOCIAL MEDIA REPORTED A TREE FELL ON A SHED. (JAN),2023-05-11 19:42:00
191,33,UNK,4 NE SALLIS,ATTALA,MS,33.06,-89.73,COUPLE TREES DOWNED IN THE WESTERN PART OF THE COUNTY INCLUDING ONE ON CR 4202 AND ONE NEAR MCADAMS. (JAN),2023-05-11 19:56:00
192,34,UNK,1 WSW OFAHOMA,LEAKE,MS,32.7,-89.72,TREE DOWN ON HIGHWAY 16W. (JAN),2023-05-11 19:57:00
193,35,UNK,11 S BERESFORD,UNION,SD,42.92,-96.8,SEMI TRUCK TIPPED OVER NEAR MILE MARKER 36 ON I-29. (FSD),2023-05-11 20:02:00
194,36,UNK,11 S BERESFORD,CLAY,SD,42.93,-96.82,SEVERAL TREES SNAPPED. (FSD),2023-05-11 20:05:00
195,37,UNK,1 W WINONA,MONTGOMERY,MS,33.49,-89.74,TREES DOWNED ON MIDDLETON RD AND FAIRGROUND ST IN WINONA. (JAN),2023-05-11 20:20:00
196,38,UNK,1 SSE KILMICHAEL,MONTGOMERY,MS,33.43,-89.56,TREE DOWNED ON MS 413 IN KILMICHAEL. (JAN),2023-05-11 20:30:00
197,39,UNK,PUCKETT,RANKIN,MS,32.08,-89.77,CORRECTS PREVIOUS TSTM WND DMG REPORT FROM PUCKETT. TREE DOWN ON HGHIWAY 18 NEAR PUCKETT. (JAN),2023-05-11 20:32:00
198,40,UNK,SEBASTOPOL,SCOTT,MS,32.58,-89.33,TREE DOWN... BLOCKING HIGHWAY 487. (JAN),2023-05-11 20:32:00
199,41,62,CAMPUS,GOVE,KS,39.12,-100.74,SITE WPE WEATHER. (GLD),2023-05-11 20:39:00
200,42,UNK,EUDORA,DESOTO,MS,34.83,-90.15,LARGE TREE LIMBS DOWN IN THE EUDORA COMMUNITY. (MEG),2023-05-11 20:40:00
201,43,65,1 S CAMPUS,GOVE,KS,39.11,-100.74,OFF DUTY EMPLOYEE REPORTED 60 TO 65 MPH WIND GUSTS AND PEA TO HALF INCH HAIL. (GLD),2023-05-11 20:40:00
202,44,UNK,4 NNW HIGHPOINT,CHOCTAW,MS,33.24,-89.17,TREE DOWN ON CONCORD BETHSALEM RD. (JAN),2023-05-11 20:53:00
203,45,UNK,3 NE BYWY,CHOCTAW,MS,33.47,-89.21,TREE DOWN ACROSS THE TRACE NEAR MM 198. (JAN),2023-05-11 20:58:00
204,46,UNK,3 SE ADATON,OKTIBBEHA,MS,33.44,-88.88,TREES AND POWER LINES DOWNED ALONG LAKE VALLEY DR NEAR WESTWOOD RD. (JAN),2023-05-11 21:21:00
205,47,UNK,2 NW SOUTHEAST MEMPHIS,SHELBY,TN,35.09,-89.91,LARGE TREE LIMB KNOCKED DOWN THE POWER LINE TO A HOUSE. (MEG),2023-05-11 21:39:00
206,48,UNK,SPRINGFIELD,BON HOMME,SD,42.86,-97.9,FLAG POLE SNAPPED OFF BY THUNDERSTORM WIND GUST. ALSO HAD HEAVY RAIN... PEA SIZED HAIL... AND NUMEROUS BRANCHES BROKEN IN YARD. (FSD),2023-05-11 21:41:00
207,49,60,WAUNETA,CHASE,NE,40.42,-101.37,TRAINED SPOTTER ESTIMATED WIND GUSTS TO 60 MPH. (LBF),2023-05-11 21:47:00
208,50,UNK,3 ENE CLARKDALE,LAUDERDALE,MS,32.3,-88.65,DELAYED REPORT. A UTILITY POLE WAS DAMAGED IN THE ZERO COMMUNITY. (JAN),2023-05-11 21:55:00
209,51,58,1 S VALENTINE,CHERRY,NE,42.86,-100.55,(LBF),2023-05-11 22:26:00
210,52,UNK,EASTABUCHIE,JONES,MS,31.44,-89.28,TREE DOWN NEAR EASTABUCHIE. (JAN),2023-05-11 22:30:00
211,53,UNK,GLADE,JONES,MS,31.65,-89.11,TREE DOWN IN THE GLADE COMMNUNITY. (JAN),2023-05-11 22:33:00
212,54,UNK,CARMICHAEL,CLARKE,MS,31.95,-88.59,TREE DOWN IN THE CARMICHAEL COMMUNITY. (JAN),2023-05-11 22:33:00
213,55,UNK,WATERLOO,LAUDERDALE,AL,34.92,-88.06,TREES DOWN AT WATERLOO HIGH SCHOOL. (HUN),2023-05-12 00:00:00
214,56,UNK,TIFTON,TIFT,GA,31.45,-83.5,MULTIPLE TREES REPORTED DOWN ALONG THE HIGHWAY IN DOWNTOWN TIFTON. (TAE),2023-05-12 02:08:00
215,57,UNK,3 WNW TIFTON,TIFT,GA,31.47,-83.55,PHOTO OF A TREE DOWN IN A YARD NEAR WHIDDON MILL ROAD AND CARPENTER ROAD. (TAE),2023-05-12 02:15:00
216,58,66,7 W HAYWOOD,PITTSBURG,OK,34.88,-96.07,REPORTED AT STUART MESONET SITE. (TSA),2023-05-12 04:40:00
217,59,64,MCALESTER,PITTSBURG,OK,34.93,-95.77,REPORTED AT MCALESTER AIRPORT. (TSA),2023-05-12 05:21:00
218,60,UNK,KREBS,PITTSBURG,OK,34.93,-95.72,LARGE TREE DOWN ON POWER LINES. (TSA),2023-05-12 05:30:00
219,0,UNK,2 NE FOWLSTOWN,DECATUR,GA,30.83,-84.53,A DOWNED TREE HAS RESULTED IN A POWER OUTAGE ACROSS THE AREA. (TAE),2023-05-12 19:30:00
220,1,UNK,7 ESE FULLERTON,NANCE,NE,41.33,-97.84,REPORT OF FLIPPED PIVOTS IN EASTERN NANCE COUNTY. (GID),2023-05-12 19:30:00
221,2,UNK,2 SE WILLIS CROSSROADS,HENRY,AL,31.53,-85.15,A FEW TREES WERE REPORTED DOWN ALONG COUNTY RD. 36 ABOUT 1.5MI. FROM 65. (TAE),2023-05-12 19:51:00
222,3,UNK,GORDONSVILLE,ORANGE,VA,38.14,-78.19,ONE TREE DOWN DUE TO THUNDERSTORM WINDS ALONG THE 300 BLOCK OF NORTH MAIN STREET. (LWX),2023-05-12 20:18:00
223,4,60,GARDENDALE,ECTOR,TX,32.02,-102.37,(MAF),2023-05-12 20:28:00
224,5,UNK,PINEY GROVE,GENEVA,AL,31.17,-86.05,CORRECTED TIME. TREES REPORTED DOWN ALONG HWY 87 NORTH OF SAMSON... AL. (TAE),2023-05-12 20:30:00
225,6,UNK,9 E SILVER CREEK,POLK,NE,41.36,-97.5,REPORT OF FLIPPED PIVOTS IN EASTERN NANCE COUNTY. (GID),2023-05-12 20:30:00
226,7,UNK,STANDING PINE,LEAKE,MS,32.67,-89.45,DELAYED REPORT. SCATTERED TREES DOWNED AROUND THE COUNTY. (JAN),2023-05-12 20:35:00
227,8,64,1 ENE NAPIER FIELD,DALE,AL,31.32,-85.44,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 1 ENE NAPIER FIELD. (TAE),2023-05-12 20:51:00
228,9,63,8 S LINDSAY,PLATTE,NE,41.59,-97.69,PERSONAL WEATHER STATION RECORDED A PEAK WIND GUST OF 63 MPH. (OAX),2023-05-12 20:58:00
229,10,UNK,2 ENE DIXON,NESHOBA,MS,32.67,-89.18,TREE DOWN ON NESHOBA COUNTY ROAD 353. (JAN),2023-05-12 21:00:00
230,11,UNK,2 SE WILLIS CROSSROADS,HENRY,AL,31.53,-85.15,CORRECTED TIME. A FEW TREES WERE REPORTED DOWN ALONG COUNTY RD. 36 ABOUT 1.5MI. FROM 65. (TAE),2023-05-12 21:15:00
231,12,UNK,2 ENE HOUSE,NESHOBA,MS,32.64,-88.96,TREE DOWN ON NESHOBA COUNTY ROAD 4300. (JAN),2023-05-12 21:24:00
232,13,UNK,2 ESE DENTVILLE,COPIAH,MS,31.95,-90.52,TREE DOWN ON DENTVILLE ROAD. (JAN),2023-05-12 21:28:00
233,14,UNK,1 W BLUE SPRINGS,BROOKS,GA,30.79,-83.48,SEVERAL REPORTS OF TREES AND POWERLINES DOWN IN THE SOUTHERN AND EASTERN PORTIONS OF BROOKS COUNTY. (TAE),2023-05-12 21:30:00
234,15,UNK,3 WSW BOGUE CHITTO,NESHOBA,MS,32.82,-88.98,TREE DOWN ON NESHOBA COUNTY ROAD 759. (JAN),2023-05-12 21:30:00
235,16,UNK,2 SE VALDOSTA,LOWNDES,GA,30.83,-83.25,TREE DOWN ON A POWERLINE ON CLAY ROAD. (TAE),2023-05-12 21:34:00
236,17,UNK,6 ENE BETHSAIDA,NESHOBA,MS,32.71,-88.93,TREE DOWN ON NESHOBA COUNTY ROAD 729. (JAN),2023-05-12 21:35:00
237,18,UNK,1 E NORTH BEND,NESHOBA,MS,32.87,-88.97,TREE ON A HOUSE ON HIGHWAY 21N AND TREES DOWN ALONG THE ROAD. (JAN),2023-05-12 21:35:00
238,19,UNK,4 NE SMYRNA,COPIAH,MS,31.91,-90.47,DELAYED REPORT. THIS CORRECTS THE TIME AND LOCATION OF THE PREVIOUS REPORT OF A TREE DOWNED ON DENTVILLE RD. (JAN),2023-05-12 21:45:00
239,20,UNK,2 WNW PRESTON,KEMPER,MS,32.89,-88.85,TREE DOWN ON SUTTLE ROAD. (JAN),2023-05-12 21:45:00
240,21,59,2 E TARNOV,PLATTE,NE,41.61,-97.47,PERSONAL WEATHER STATION RECORDED A PEAK WIND GUST OF 59 MPH. (OAX),2023-05-12 21:45:00
241,22,UNK,PAWNEE CITY,PAWNEE,NE,40.11,-96.16,4 INCH TREE LIMBS BLOWN DOWN. (OAX),2023-05-12 21:48:00
242,23,UNK,PINEY GROVE,GENEVA,AL,31.17,-86.05,TREES REPORTED DOWN ALONG HWY 87 NORTH OF SAMSON... AL. (TAE),2023-05-12 21:49:00
243,24,UNK,1 SSW THURSTON,GENEVA,AL,31.0,-85.79,TREE REPORTED DOWN ALONG BALLARD RD. (TAE),2023-05-12 21:57:00
244,25,UNK,1 WNW MEADOW GROVE,MADISON,NE,42.03,-97.75,REPORT FROM MPING: 3-INCH TREE LIMBS BROKEN; POWER POLES BROKEN. (OAX),2023-05-12 21:59:00
245,26,UNK,1 E MEADOW GROVE,MADISON,NE,42.03,-97.71,REPORT FROM MPING: TREES UPROOTED OR SNAPPED; ROOF BLOWN OFF. (OAX),2023-05-12 22:02:00
246,27,UNK,9 SSW STANTON,STANTON,NE,41.83,-97.27,EAST SIDE OF A BARN MISSING. POSSIBLE TORNADO. DELAYED REPORT. TIME ESTIMATED FROM RADAR. (OAX),2023-05-12 22:03:00
247,28,UNK,2 SSE FADETTE,GENEVA,AL,31.02,-85.52,TREES REPORTED DOWN ALONG COUNTY RD. 4 AND NEW HENSON RD. NEAR SLOCOMB... AL. (TAE),2023-05-12 22:04:00
248,29,UNK,2 SE NAYLOR,LOWNDES,GA,30.89,-83.06,MULTIPLE TREES REPORTED DOWN ALONG HIGHWAY 135. (TAE),2023-05-12 22:15:00
249,30,59,1 W HITSON,FISHER,TX,32.89,-100.23,(SJT),2023-05-12 22:20:00
250,31,UNK,3 NW CAUSEYVILLE,LAUDERDALE,MS,32.28,-88.59,TREE DOWN ON CAUSEYVILLE ROAD. (JAN),2023-05-12 22:42:00
251,32,UNK,5 N STANTON,STANTON,NE,42.02,-97.23,REPORT FROM MPING: TREES UPROOTED OR SNAPPED; ROOF BLOWN OFF. (OAX),2023-05-12 22:46:00
252,33,UNK,PILGER,STANTON,NE,42.01,-97.06,UNOCCUPIED CAMPERS BLOWN OVER. MANY FARM STRUCTURES DAMAGED AND LARGE TREES SNAPPED AND BROKEN. POWERLINES AND LARGE TREES BLOCKING THE ROAD EAST OF STANTON. (OAX),2023-05-12 22:55:00
253,34,62,PILGER,STANTON,NE,42.01,-97.06,PERSONAL WEATHER STATION RECORDED A PEAK WIND GUST OF 62 MPH. (OAX),2023-05-12 22:58:00
254,35,UNK,MORSE BLUFF,SAUNDERS,NE,41.43,-96.77,REPORT FROM MPING: 1-INCH TREE LIMBS BROKEN; SHINGLES BLOWN OFF. (OAX),2023-05-12 23:01:00
255,36,UNK,3 WSW UEHLING,DODGE,NE,41.72,-96.56,REPORT FROM MPING: HOMES/BUILDINGS COMPLETELY DESTROYED. (OAX),2023-05-12 23:03:00
256,37,UNK,PILGER,STANTON,NE,42.01,-97.06,POWER LINES DOWN... LOTS OF TREE DAMAGE. (OAX),2023-05-12 23:07:00
257,38,UNK,1 W WELLBORN,SUWANNEE,FL,30.23,-82.83,SHERIFFS 911 DISPATCH REPORTED DOWNED TREES LAID ACROSS U.S. 90 WEST OF WELLBORN. (JAX),2023-05-12 23:10:00
258,39,UNK,4 N STANTON,STANTON,NE,42.01,-97.22,DAMAGE TO 3 CAR GARAGE... ROOF IN TREES. DIESEL TANK TIPPED OVER. (OAX),2023-05-12 23:11:00
259,40,58,7 S SEMINOLE CANYON STA,VAL VERDE,TX,29.6,-101.3,WIND GUST OF 58 MPH MEASURED BY THE WEST TEXAS MESONET SITE. (EWX),2023-05-12 23:13:00
260,41,73,2 SE OAKLAND,BURT,NE,41.81,-96.44,PERSONAL WEATHER STATION RECORDED A PEAK WIND GUST OF 73 MPH. (OAX),2023-05-12 23:13:00
261,42,UNK,12 S COMSTOCK,VAL VERDE,TX,29.52,-101.17,DOWNED/UPROOTED TREE WITH WINDS ALSO ESTIMATED TO AROUND 70 MPH. TIME ESTIMATED VIA RADAR. (EWX),2023-05-12 23:15:00
262,43,62,LAKE VIEW,VAL VERDE,TX,29.46,-100.95,A 62 MPH THUNDERSTORM WIND GUST REPORT CAME IN FROM THE LAKE VIEW AREA NORTH OF THE CITY OF DEL RIO. (EWX),2023-05-12 23:21:00
263,44,62,5 SSW GRAHAM,GARZA,TX,33.08,-101.52,ALSO GUSTED TO 59 MPH AT 627 PM. MEASURED BY THE WEST TEXAS MESONET. (LUB),2023-05-12 23:26:00
264,45,62,2 WNW DEL RIO,VAL VERDE,TX,29.37,-100.92,REPORTED AT KDRT. (EWX),2023-05-12 23:28:00
265,46,UNK,2 SE HIGH SPRINGS,ALACHUA,FL,29.8,-82.58,ALACHUA COUNTY 911/DISPATCH REPORTS THAT A TREE WAS DOWNED OVER A POWERLINE BY STRONG WIND GUSTS ALONG NW 154TH PLACE IN THE VICINITY OF HIGH SPRINGS. TIME OF DAMAGE BA (JAX),2023-05-12 23:30:00
266,47,UNK,WEST POINT,CUMING,NE,41.84,-96.71,POWER LINES BLOWN DOWN. (OAX),2023-05-12 23:35:00
267,48,65,1 NW HASKELL,HASKELL,TX,33.17,-99.74,WEST TEXAS MESONET IN HASKELL REPORTED A MAX GUST OF 65 MPH. (SJT),2023-05-12 23:44:00
268,49,UNK,1 W HAMBURG,FREMONT,IA,40.6,-95.68,REPORT FROM MPING: 1-INCH TREE LIMBS BROKEN; SHINGLES BLOWN OFF. (OAX),2023-05-12 23:44:00
269,50,62,2 WNW DEL RIO,VAL VERDE,TX,29.37,-100.92,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 2 WNW DEL RIO... UPDATED TIME. REPORTED AT KDRT. (EWX),2023-05-12 23:48:00
270,51,UNK,1 S UEHLING,DODGE,NE,41.72,-96.5,REPORT FROM MPING: 3-INCH TREE LIMBS BROKEN; POWER POLES BROKEN. DELAYED REPORT. (OAX),2023-05-12 23:50:00
271,52,UNK,2 NNW DEL RIO,VAL VERDE,TX,29.4,-100.91,REPORTS OF TREE BRANCHES GREATER THAN 3 INCHES IN DIAMETER DOWN ACROSS NORTHERN AREAS OF DEL RIO. TIME ESTIMATED VIA RADAR. (EWX),2023-05-12 23:54:00
272,53,UNK,1 WSW LAKE CITY,COLUMBIA,FL,30.19,-82.66,TREE FELL ONTO HOUSE ALONG NW RIDGEWOOD AVE. TIME OF EVENT ESTIMATED VIA RADAR. (JAX),2023-05-12 23:57:00
273,54,68,LAKE VIEW,VAL VERDE,TX,29.46,-100.95,68 MPH WIND GUST MEASURED. TIME ESTIMATED JUST PRIOR TO 7 PM. (EWX),2023-05-12 23:58:00
274,55,UNK,6 ESE COLUMBIA,COLUMBIA,FL,30.04,-82.6,TREE DOWN NEAR SW CAVALRY PL AND SW BLOOMINGTON TERRACE. TIME OF EVENT ESTIMATED VIA RADAR. (JAX),2023-05-13 00:11:00
275,56,UNK,3 SSW NETAWAKA,JACKSON,KS,39.57,-95.73,SEVERAL LARGE TREE LIMBS 6 TO 8 INCHES IN DIAMETER BROKEN OFF TREES. (TOP),2023-05-13 00:16:00
276,57,59,2 WNW DEL RIO,VAL VERDE,TX,29.37,-100.92,REPORTED AT KDRT. (EWX),2023-05-13 00:18:00
277,58,UNK,1 NE FORT WHITE,COLUMBIA,FL,29.93,-82.7,TREE DOWN NEAR W OLD WIRE RD AND SW COOK ST. TIME OF EVENT ESTIMATED VIA RADAR. (JAX),2023-05-13 00:28:00
278,59,60,2 SE TRUSCOTT,KNOX,TX,33.73,-99.79,HEAT BURST. (OUN),2023-05-13 00:44:00
279,60,60,SLOAN,WOODBURY,IA,42.23,-96.22,(FSD),2023-05-13 00:46:00
280,61,60,NORTH SIOUX CITY,UNION,SD,42.53,-96.5,(FSD),2023-05-13 00:48:00
281,62,UNK,CHATSWORTH,SIOUX,IA,42.91,-96.52,NUMEROUS 1 TO 2 INCH TREE BRANCHES DOWN... WITH ONE UP TO 4 INCHES IN DIAMETER. WINDS ESTIMATED AROUND 60 MPH. (FSD),2023-05-13 01:34:00
282,63,73,DOOLE,MCCULLOCH,TX,31.4,-99.6,(SJT),2023-05-13 03:20:00
283,64,73,3 WNW DOOLE,CONCHO,TX,31.41,-99.65,CORRECTS PREVIOUS TSTM WND GST REPORT FROM 3 WNW DOOLE. WEST TEXAS MESONET SITE OUTSIDE OF DOOLE HAD SPORADIC GUSTS OVER 60 MPH FROM 10:17-10:32 PM WITH A MAX GUST OF 7 (SJT),2023-05-13 03:20:00
284,65,UNK,PAWNEE,PAWNEE,OK,36.34,-96.8,DELAYED REPORT. DAMAGE TO TREES AND A METAL CARPORT NEAR PAWNEE FROM FRIDAY NIGHT. PHOTOS AND OTHER INFORMATION RELAYED BY BROADCAST MEDIA. (TSA),2023-05-13 03:50:00
285,66,UNK,1 ESE PARSONS,LABETTE,KS,37.33,-95.26,DELAYED REPORT OF A TREE UPROOTED IN THE 1400 BLOCK OF MORTON AVENUE. TIME WAS ESTIMATED VIA RADAR. (ICT),2023-05-13 05:44:00
286,67,58,2 SE FLOUR BLUFF,NUECES,TX,27.64,-97.29,WEATHERFLOW MESONET SITE MEASURED A GUST TO 50 KNOTS. (CRP),2023-05-13 10:42:00
287,0,UNK,4 NE NEWELL,BUENA VISTA,IA,42.65,-94.96,SOCIAL MEDIA VIDEO OF DAMAGE TO A HOME AND SURROUNDING TREES FROM A TORNADO. (FSD),2023-05-13 21:26:00
288,1,UNK,1 WSW TOCCOA,STEPHENS,GA,34.57,-83.34,911 CALL CENTER REPORTED MULTIPLE TREES DOWN ON THE INTERSECTION OF ROCK QUARRY CIR AND W CURRAHEE ST. (GSP),2023-05-13 21:40:00
289,2,UNK,3 NNW WARR ACRES,OKLAHOMA,OK,35.56,-97.64,LINE OF POWER POLES DOWN AT NW EXPRESSWAY AND ROCKWELL AVENUE. TIME IS RADAR ESTIMATE. (OUN),2023-05-13 21:43:00
290,3,66,1 NW BETHANY,OKLAHOMA,OK,35.52,-97.66,PWA. (OUN),2023-05-13 21:45:00
